timestamp,nope,sigma,stock_price,put_net_delta_volume,call_net_delta_volume,totalVolume,date,time,volume
2020-12-09 14:32:03.168000+00:00,-3.9368416784552585,,370.635,-488841.7,436411.0,1331796.0000000005,2020-12-09,14:32:03,1331796.0000000005
2020-12-09 14:37:03.107000+00:00,-16.826298602706323,,370.5,-1798860.1,1452542.4,2058193.0000000047,2020-12-09,14:37:03,726397.0000000042
2020-12-09 14:42:03.660999+00:00,-3.5643602660374993,,370.9,-2597684.2,2498180.2,2791636.9999999646,2020-12-09,14:42:03,733443.99999996
2020-12-09 14:47:03.599000+00:00,14.09734505254371,,370.835,-4191598.7,4736043.1,3862034.9999999497,2020-12-09,14:47:03,1070397.999999985
2020-12-09 14:52:03.350000+00:00,8.591065893810466,,370.78,-5087267.6,5484686.7,4625958.000000045,2020-12-09,14:52:03,763923.000000095
2020-12-09 14:57:02.767000+00:00,-5.608198595428803,,370.885,-6756853.9,6460994.0,5275488.999999989,2020-12-09,14:57:02,649530.9999999441
2020-12-09 16:27:03.844000+00:00,-69.23707020614982,,369.515,-28346924.0,17194972.8,16106908.000000054,2020-12-09,16:27:03,10831419.000000065
2020-12-09 16:32:03.243000+00:00,-82.69529876989166,,369.375,-30296896.3,16710043.0,16430019.000000041,2020-12-09,16:32:03,323110.99999998696
2020-12-09 16:37:03.052000+00:00,-94.50443077060446,,369.28499999999997,-32749886.6,16873024.1,16800124.99999999,2020-12-09,16:37:03,370105.99999994785
2020-12-09 16:42:03.200999+00:00,-70.42570034279667,,369.53499999999997,-30813778.7,18711867.2,17183942.000000026,2020-12-09,16:42:03,383817.00000003725
2020-12-09 16:47:03.152000+00:00,-82.39830789130663,,369.33,-32799105.3,18460383.3,17401718.999999993,2020-12-09,16:47:03,217776.99999996647
2020-12-09 16:52:04.148000+00:00,-95.08025353327861,,369.165,-35119722.7,18245586.7,17747256.000000004,2020-12-09,16:52:04,345537.0000000112
2020-12-09 16:57:02.860999+00:00,-73.59216268541505,,369.495,-33204967.8,19954440.6,18005350.999999993,2020-12-09,16:57:02,258094.99999998882
2020-12-09 17:02:03.076000+00:00,-57.314123475765925,,369.64,-32184090.3,21382282.0,18846677.999999978,2020-12-09,17:02:03,841326.9999999851
2020-12-09 17:07:02.724000+00:00,-76.39759310536847,,369.425,-34762355.3,20136670.2,19144169.99999997,2020-12-09,17:07:02,297491.99999999255
2020-12-09 17:12:03.536999+00:00,-70.83421798210607,,369.445,-34459926.1,20745861.2,19360791.00000004,2020-12-09,17:12:03,216621.00000007078
2020-12-09 17:17:03.188000+00:00,-86.86384415938144,,369.235,-36907679.7,19967781.2,19501668.000000052,2020-12-09,17:17:03,140877.00000001118
2020-12-09 17:22:03.574000+00:00,-92.43623799209718,,369.175,-38670837.4,20393690.9,19772706.999999937,2020-12-09,17:22:03,271038.9999998845
2020-12-09 17:27:02.939000+00:00,-77.02352133923537,,369.365,-37781586.1,22234657.9,20184650.000000037,2020-12-09,17:27:02,411943.0000001006
2020-12-09 17:32:03.120999+00:00,-104.94192783368068,,368.895,-42330707.6,20752546.3,20562002.000000022,2020-12-09,17:32:03,377351.9999999851
2020-12-09 17:37:04.004000+00:00,-107.12583643514957,,368.925,-43471790.1,20833699.1,21132242.00000002,2020-12-09,17:37:04,570239.9999999963
